,value
340,0.03998708112528737
341,0.18253917631116323
342,0.378367225481142
343,0.5800173627759126
344,0.9357117026967794
345,0.9276475632386522
346,0.8252429184608538
347,0.8261348398652288
348,1.0761564695090489
349,1.0150132606830211
350,1.2476504769639303
351,1.2697055676353688
352,1.1938370464574486
353,0.874571396164743
354,1.355839851090297
355,1.108610995472751
356,1.2931016287936483
357,1.4887131671200162
358,1.2754899700539162
359,1.503880438860381
360,1.4761922576369249
361,1.3848896103300816
362,1.604651601934565
363,1.1732973452897837
364,1.3333717549426076
365,1.4557781310017877
366,1.5578375925713335
367,1.1209460717347948
368,1.4638522382740629
369,1.1387053383724353
370,1.0624438707387163
371,1.4403967604043932
372,1.0257099334778903
373,1.068928040457504
374,1.1488633844883114
375,1.120051497804181
376,1.098828423273052
377,0.858026343692137
378,0.8796469758187575
379,0.6519982182635533
380,0.30507943117692615
381,0.5536662973761668
382,0.644287557685099
383,0.3222366418009882
384,0.22444046922154393
385,-0.003716476236247157
386,0.045847660184524686
387,-0.021534832357287925
388,-0.19546760285446385
389,-0.5733355497996373
390,0.009409347607467144
391,-0.30354776677895834
392,-0.5170463772514132
393,-0.6401117340551451
394,-0.5397148202535307
395,-0.9242523950228352
396,-0.9807094796728572
397,-0.9882062912934193
398,-0.9721385719294203
399,-0.9883418360014886
400,-0.9610022927146161
401,-0.9514363864559868
402,-0.8848761831603076
403,-1.0912302706164836
404,-1.1267881261479769
405,-1.218811012126642
406,-1.405111890533983
407,-1.286040211266627
408,-1.3151999487988106
409,-1.3200661738071342
410,-1.1617031764973635
411,-1.424035307453714
412,-1.3913998683190865
413,-1.1217561392134714
414,-1.536338667236115
415,-1.7100335468934758
416,-1.178128621974699
417,-1.365276737661486
418,-1.0421277453153122
419,-1.3118148418193813
420,-1.5397117638168145
421,-1.2566983711106938
422,-1.0683713796781893
423,-1.1569541571129844
424,-1.24339392168917
425,-1.079734384050435
426,-0.8821981695197266
427,-0.9918756386046216
428,-0.7873037017016727
429,-0.7214049562582355
430,-0.9086338505509417
431,-0.5576091505956295
432,-0.391095547810706
433,-0.34261385540803024
434,0.015010571831127084
435,-0.4119626630310105
436,-0.10308868786043768
437,0.13577820472757796
438,0.0702382275766581
439,0.3634876413589272
440,0.2298519429605118
441,0.27955924527007014
442,0.40062499555424397
443,0.43217827515774876
444,0.38123544954359656
445,0.5195318782984919
446,0.7277924164857618
447,0.8587602885173965
448,1.1470047063424178
449,1.2186525140863194
450,0.7905844505604593
451,1.093324843332168
452,1.0579632333189752
453,1.1789105029950417
454,1.2167492837821792
455,1.3197288117872354
456,1.6384429527202935
457,1.3746028507050556
458,1.1627687320567022
459,1.3257772803928738
460,1.5124808285211246
461,1.1633199310724882
462,1.211354491139259
463,1.4364025250812031
464,1.1880232755562288
465,1.1609820016246652
466,1.466096064149287
467,1.3592669710963425
468,1.387974859610428
469,1.364451236026899
470,0.9430029077394397
471,1.194810772525645
472,0.7944344231374841
473,1.1296080066464516
474,0.9132790285165135
475,0.945911126952409
476,1.0670812700490457
477,0.7936052678046972
478,0.7083232313472657
479,0.6211161893401302
480,0.7108873792428952
481,0.8688571055944256
482,0.626994605918539
483,0.1500401059990183
484,0.024199480656008077
485,0.13401877032289145
486,-0.24354087810848768
487,-0.06254701474740543
488,-0.1600148195263863
489,0.006167156672987506
490,-0.2805691181518586
491,-0.18078334803932972
492,-0.7389159623068651
493,-0.42448674618623633
494,-0.6802854134964202
495,-0.45067846533886613
496,-1.1619310878136568
497,-0.9039740641398039
498,-1.0843222045145031
499,-1.0064844327926237
500,-1.3667839290698853
501,-1.216171758062919
502,-1.2957950718520455
503,-0.9517859302578997
504,-1.3342686262232037
505,-1.2776404231378549
506,-1.4844644177853086
507,-1.63305730352414
508,-1.2914019281590228
509,-1.4084553404534734
510,-1.5228232629875285
511,-1.3588995555020593
512,-1.4269949904765329
513,-1.6225067558024338
514,-1.6074312493606853
515,-1.4490542690381014
516,-1.65810736764637
517,-1.6023725750155173
518,-1.2659270611437035
519,-1.6331515262970386
520,-1.1812654778193703
521,-1.4015649827178382
522,-1.1756847700862767
523,-1.2367647264090467
524,-1.0279127104332297
525,-0.6428949538449769
526,-0.995220159284423
527,-0.6722019650019938
528,-1.0333245115259426
529,-1.070952745555226
530,-0.8602465553012955
531,-0.7006464489304624
532,-0.3827080515411876
533,-0.5187133556895598
534,-0.4633346545889313
535,-0.34373210272414934
536,-0.13580471363135715
537,0.007936661697317215
538,0.1917452235598346
539,0.2808284100337526
540,0.4915787724085981
541,0.24397025896863073
542,0.43471917275877486
543,0.33445939241785494
544,0.6823332389739805
545,0.7880403752709301
546,0.6937771936187025
547,1.0606094649894227
548,0.6584297378025317
549,0.8550264083807743
550,1.3411959855287774
551,1.0330870354215014
552,1.2288616098312588
553,1.3005741820856611
554,1.1178119192806946
555,1.2136757723178864
556,1.077137421169088
557,1.1362283597737282
558,1.4230771465494665
559,1.0890965632112688
560,1.2620568177393057
561,1.7023845786108405
562,1.5654157125255366
563,1.280991310882482
564,1.3683228969638759
565,1.4070759254504495
566,1.3724549810909985
567,1.207116774633013
568,1.3405035125233558
569,1.2924824395627286
570,0.980885270913282
571,1.1772868503800642
572,1.2406805272437273
573,1.074244069268652
574,1.3436270249473448
575,1.2208245630926715
576,1.118711235586408
577,0.4867047836928282
578,0.7471629922837824
579,0.5752664972710069
580,0.8061559670152596
581,0.5475225019276212
582,0.5637406038302339
583,0.21902285015248035
584,0.2457726628408421
585,0.387363973825378
586,0.14985513608166645
587,0.0678325072092294
588,-0.22278330311878414
589,-0.45423918134484903
590,-0.16260358659075402
591,-0.24256211101285008
592,-0.5808392898808099
593,-0.8459350547607809
594,-0.6335080645344369
595,-0.468109371931515
596,-0.5596430730979725
597,-1.0710642705825955
598,-1.04801888097199
599,-0.742311168040376
600,-1.2768790588004446
601,-0.8393429951661633
602,-1.0553976638870903
603,-1.4657991894579259
604,-1.2755811361879317
605,-1.1450015507092806
606,-1.2257904467260885
607,-1.1079372610718021
608,-1.4336213340406943
609,-1.348783404037831
610,-1.4219207362805832
611,-1.7438140776041928
612,-1.5045326999487327
613,-1.631239174426225
614,-1.3857957810168835
615,-1.698534031493487
616,-1.5652023718333323
617,-1.2120109481785242
618,-1.1644412238375732
619,-1.2718062544672342
620,-1.2691498482565375
621,-1.041699160770257
622,-1.1937811104326244
623,-1.0928751053356458
624,-1.048411390697138
625,-0.8885944490765372
626,-0.7695144504031686
627,-0.9981621881235314
628,-1.0409579359343935
629,-0.5496635956798124
630,-0.581758915031122
631,-0.29695058459356566
632,-0.343677210724719
633,-0.18961864404909912
634,-0.12240227832027317
635,-0.2361964245631123
636,-0.36543428916816045
637,-0.08574836243316286
638,0.17388571082859627
639,0.03456524370206193
640,0.1912817120509277
641,0.0495264243567366
642,0.2601964674300117
643,0.4169240189465556
644,0.7679897861919012
645,0.4582111816621435
646,0.9384069483563748
647,0.9281524774942306
648,1.031008856036813
649,1.0219400730460158
650,1.0933248528544333
651,1.1296809151293448
652,1.3188336680059218
653,1.1028460451707591
654,1.241280211496345
655,1.2837503477429926
656,1.523061352303563
657,1.4371598547579816
658,1.0528345559544174
659,1.6617955267482007
660,1.6285777385555966
661,1.7039631558854451
662,1.6330211013123554
663,1.2115340389463798
664,1.5431790961192076
665,1.4527370135422115
666,1.1160130259463865
667,1.5422437468558485
668,1.1306548657589222
669,1.043306544474061
670,1.0722369340181146
671,1.1801125159327484
672,1.118279140210101
673,0.8525371569971837
674,0.8037760370953799
675,1.25875437369382
676,0.6052259511022466
677,0.6020432644464471
678,1.0084215818067148
679,0.8618740600243249
680,0.8976240215143869
681,0.44940653233561934
682,0.5941186533249652
683,0.3914385744536531
684,0.22169169961441515
685,0.3580701482639517
686,0.1531210919760868
687,0.09615957645789308
688,-0.17657961198805128
689,-0.4158309100618053
690,-0.2504082015604804
691,-0.26799556603797625
692,-0.22270663837665816
693,-0.5447901295861355
694,-0.7379941531376406
695,-0.6842176188369253
696,-0.9346282187985899
697,-1.081858477551518
698,-0.8212665412910356
699,-1.0445483249404395
700,-1.1787629396620047
701,-1.0847148300023854
702,-1.0415933272742433
703,-1.3743638892039218
704,-1.4203834171651384
705,-1.2598385405075467
706,-1.475974935983738
707,-1.5754491398248318
708,-1.551673593811503
709,-1.2943733810530853
710,-1.6903017815660277
711,-1.4037812017218243
712,-1.6843511120265902
713,-1.1928332945771003
714,-1.3754251770214536
715,-1.5238901513294336
716,-1.2756755413640142
717,-1.380731669484322
718,-1.5070066986947723
719,-1.5935673273904403
720,-1.3685997963645442
721,-1.3302776245579784
722,-0.9021928903517862
723,-0.7636886601771882
724,-0.9155966260339944
725,-0.8948079698345163
726,-0.6102589156435687
727,-1.1006419134773122
728,-0.6073405509322706
729,-0.4483444662137859
730,-0.5612419838357185
731,-0.42386025845190667
732,-0.3552698382764966
733,-0.40660139663717443
734,-0.5176851689205044
735,-0.22368200478789313
736,-0.35854839767092106
737,0.06602691235911551
738,0.21373540115126272
739,0.273161944634042
740,0.42994388938638817
741,0.32597932851345646
742,0.6184551712569843
743,0.47468127205190075
744,0.2709924373728914
745,0.620949464982484
746,0.9767679615333202
747,0.5069627926367142
748,0.7185675686877191
749,0.7831359755299216
750,0.9261811428129962
751,1.1085563998152757
752,1.282392774524665
753,1.1129386348664756
754,1.16598930519371
755,0.9953191178035395
756,1.2102214685449355
757,1.2325045983106493
758,1.0460714195013006
759,1.5860187664096173
760,1.2634797184887123
761,1.5682118894903845
762,1.117392667387449
763,1.6687725040318158
764,1.2883201584755954
765,1.555432588905365
766,1.0593656536685774
767,1.551197862301061
768,1.36778760950726
769,1.0525741576727312
770,1.1372199825881886
771,0.9046787762106043
772,1.0328851808989274
773,0.9175759875362027
774,1.0126467429452535
775,0.8954247728959932
776,0.793646688560838
777,0.9252685104662635
778,0.6304507495605455
779,0.9469750681926092
780,0.4790322729913209
781,0.27964065856161746
782,0.27011762753128554
783,0.6169089413591924
784,-0.07009810233780767
785,0.2311638389602858
786,0.009229794767421806
787,-0.045042188640918024
788,-0.2771143402212355
789,-0.26599017467229824
790,-0.2809807587135532
791,-0.28885088232393197
792,-0.47799634058015467
793,-0.45795887710195454
794,-0.6920359234749403
795,-0.8912966337333487
796,-1.0326444186727928
797,-0.7234467379593399
798,-0.7785254042993306
799,-0.9902189358885491
800,-1.0314618928227512
801,-1.0858476475583838
802,-1.1686969315407079
803,-1.3342344646013937
804,-1.1137203351084681
805,-1.4002575918474234
806,-1.3021714489222926
807,-1.2861044898932064
808,-1.3914236230129207
809,-1.257939954346442
810,-1.7353863796047166
811,-1.5455486153247808
812,-1.692125032132549
813,-1.411778317935195
814,-1.497835041271288
815,-1.279339380831917
816,-1.1378454715036928
817,-1.5018195170199045
818,-1.5696803233753445
819,-1.4345661964757142
820,-1.1927702172721726
821,-1.3322998252911418
822,-1.2660731948534414
823,-1.2562665468814163
824,-0.9199489374306347
825,-1.1378790367887859
826,-0.8892727986211946
827,-0.6902877967376142
828,-0.7868551748945561
829,-0.7818105232485785
830,-0.4969286013579091
831,-0.5239651833327772
832,-0.20574248222023173
833,-0.1421817698898682
834,-0.4370405672059018
835,-0.3877212215044048
836,-0.2263072689671647
837,0.3190739525498778
838,0.06881298893833221
839,-0.021725642692930425
840,0.2457997856570614
841,0.2390448947457
842,0.24602053537697444
843,0.5182022865056904
844,0.6295269582596239
845,0.5682451323934437
846,0.642539058382956
847,0.6224023285578726
848,0.9475245718466094
849,0.8684757577386348
850,1.075002018469054
851,1.0487758174177397
852,0.8699022153268571
853,1.181048629832701
854,0.9649359285659773
855,1.4156219433165043
856,1.0924489631027066
857,1.6335587261183433
858,1.4595260259278877
859,1.602169169113426
860,1.3210873619921595
861,1.337753936614741
862,1.4334892972610853
863,1.5678097510792823
864,1.4664163150852274
865,1.316430586856514
866,1.1513889268355006
867,1.239308601511288
868,1.2313162816357277
869,1.4323383538032834
870,1.0599726287581133
871,1.2301515820482605
872,1.2139974143221475
873,1.3625454753336492
874,1.2829452707076492
875,1.1935831948569915
876,0.9947577051379093
877,1.0579255833192054
878,0.8415727477578865
879,0.5025009167940498
880,0.9520302983912068
881,0.4665014749472225
882,0.3712527331865528
883,0.4108515614937291
884,0.2918318018013122
885,0.05975606753129692
886,-0.07471897422441798
887,-0.0218212953257928
888,-0.16631260177101004
889,-0.1359291053913203
890,-0.3610674682662519
891,-0.38476682697189235
892,-0.6768114573792692
893,-0.6464671212683452
894,-0.605200270602943
895,-0.5692644379421252
896,-0.7866606416895245
897,-0.8685161961709589
898,-0.8977303691907561
899,-0.8039831133956684
900,-0.8965931184312559
901,-0.9210670698777913
902,-1.1408345393159924
903,-1.1838258695704238
904,-1.5028105540897032
905,-1.404578977133287
906,-1.044364841566783
907,-1.4427354500382088
908,-1.13803319188814
909,-1.0143207494109387
910,-1.4453176379873633
911,-1.4555538617158283
912,-1.4845379465363842
913,-1.296373031913503
914,-1.287820974950289
915,-1.3757395783773727
916,-1.6254118660325678
917,-1.1580802125113738
918,-1.1811358958545084
919,-1.6083977551265758
920,-1.0455040764027137
921,-1.1892008431755219
922,-1.0830985884196032
923,-1.0410181896831323
924,-1.080516710674494
925,-0.9366537670999266
926,-1.1785476575838894
927,-0.6253803792070305
928,-1.0194076861890804
929,-0.5818758291006338
930,-0.48052511301339557
931,-0.4631818358594332
932,-0.7893965236194411
933,-0.35239240430931773
934,-0.1385386215242438
935,-0.36078999957413516
936,-0.16576705744382636
937,-0.09531946288209481
938,0.1847261600656962
939,-0.05948191797669311
940,0.40646492764641856
941,0.5454268644808915
942,0.1763243525888316
943,0.697381559724046
944,0.6847787273551382
945,0.9496887948592185
946,0.6801502017765544
947,1.0490925859400344
948,1.0397736807479463
949,0.8277921705087359
950,0.9959476263869427
951,1.075671779439639
952,1.1864810933168797
953,1.2183936676756069
954,1.262537741364326
955,1.2887371103352432
956,1.16371653191108
957,1.2248317469195513
958,1.3059154862327187
959,1.1201890216991928
960,1.6197869126464108
961,1.290141213237165
962,1.397246559268451
963,1.2434630211437798
964,1.2397436336199898
965,1.4346632733926672
966,1.4843403402031714
967,1.1392472891305412
968,1.3331721369744236
969,1.3657084926086962
970,1.3192761388550827
971,0.8982939365407601
972,1.2704078206959815
973,1.0090040042355666
974,1.3109702207626261
975,1.2602084416533288
976,0.9577448616578996
977,0.8374141075866786
978,0.6544860315566519
979,0.5683232436982306
980,0.7336641777582033
981,0.40483670707100217
982,0.48460855021496907
983,0.21084599713558427
984,-0.006327835520771097
985,0.1851827660098313
986,0.09936421248504923
987,-0.01188598836542265
988,0.022636216085159866
989,-0.18325993440330324
990,-0.041477745351124806
991,-0.4286839923558663
992,-0.4552018611567217
993,-0.40232368645180583
994,-0.45470645021599176
995,-0.6665206336491835
996,-0.9088704004140662
997,-0.9412410503594295
998,-1.0146850341406364
999,-0.885547609019915
1000,-0.9306699044757311
1001,-1.038443860967822
1002,-1.0589248804809017
1003,-1.2206042503177055
1004,-1.4854572233194727
1005,-1.054716006757824
1006,-1.0877823931443933
1007,-1.1298089590136007
1008,-1.4263344282699228
1009,-1.315257212491916
1010,-1.1595752362434395
1011,-1.2964996829493862
1012,-1.5215858804166214
1013,-1.151653887221931
1014,-1.257104533828308
1015,-1.4364904890768582
1016,-1.1373300691934318
1017,-1.4550735709161198
1018,-1.4712625500927436
1019,-1.4517741491187146
1020,-1.3300126290607075
1021,-1.2857322138303129
1022,-1.1911853821392335
1023,-0.9965061367051892
1024,-0.9037341404595973
1025,-0.9345709986331108
1026,-0.8480945069540005
1027,-0.7895126048071569
1028,-0.7320200639922901
1029,-0.6282358237509132
1030,-0.5287338644637178
1031,-0.40386133740819674
1032,-0.19920180090579043
1033,-0.5602145605044127
1034,-0.3544505416370827
1035,-0.1004939871931908
1036,-0.17605032823260158
1037,-0.11940851140349495
1038,0.02314974188519514
1039,0.060458346025012766
1040,0.3014396507956769
1041,0.2750279535503658
1042,0.5960400494597833
1043,0.6212488478067879
1044,0.5989878739010343
1045,0.4657045780313675
1046,0.8325135793959076
1047,0.6549539397809514
1048,0.685378947057457
1049,1.1238573508052079
1050,0.8881584648743055
1051,0.7242183566048751
1052,1.3728015969288414
1053,1.165652759618931
1054,1.3603154039324628
1055,1.1332784601856316
1056,1.346215029210105
1057,1.5184890929053996
1058,1.335029380116039
1059,1.396952848907996
1060,1.5090216474782367
1061,1.5431280452783191
1062,1.2546123932194047
1063,1.3525690021694883
1064,1.4404359814299421
1065,1.2917692120769941
1066,1.0212799735464126
1067,1.2660023660325779
1068,0.9868866891933554
1069,1.318056848117513
1070,1.3129662966195967
1071,0.8459155137780344
1072,0.9863816481237919
1073,0.9763733008195601
1074,0.8268312928339943
1075,0.9216771602822655
1076,0.8316053385449287
1077,0.5012786261416055
1078,0.6632311567796217
1079,0.7379303150255181
1080,0.62324061760424
1081,0.35669540420696555
1082,0.38372103922513506
1083,0.21381955437700528
1084,0.15405946727512965
1085,0.4241714194510811
1086,-0.15255460283635647
1087,-0.14765365854429313
1088,0.20349788121586854
1089,-0.0630997553233259
1090,-0.1367235177492021
1091,-0.36678679029303196
1092,-0.23784378511959403
1093,-0.3973789788899725
1094,-0.5781691559694269
1095,-0.5743719502286859
1096,-0.8225756431413402
1097,-0.9189324863919336
1098,-0.8066032523553304
1099,-0.9957047525800787
1100,-1.0571679170371318
1101,-1.1439878201129992
1102,-1.0013806751716978
1103,-1.1886655411030438
1104,-1.468940724032408
1105,-1.3447411650445174
1106,-1.4469645478205322
1107,-1.2088863147642837
1108,-1.3251931500209968
1109,-1.6916561673855646
1110,-1.624595699399012
1111,-1.4356333541040942
1112,-1.5522770093422293
1113,-1.1940945691499538
1114,-1.6153930361725743
1115,-1.375690838993998
1116,-1.339568751569944
1117,-1.2921445483702416
1118,-1.4401933315772288
1119,-1.3159285512966887
1120,-1.2711643177288663
1121,-1.0122899648781498
1122,-1.3673536988309636
1123,-1.0906089693910734
1124,-1.0608296770304027
1125,-0.8226210066446802
1126,-0.9210415299453442
1127,-1.1088054129990759
1128,-0.7738477741191816
1129,-0.8908134047686304
1130,-0.8908991703756579
1131,-0.7098953330420698
1132,-0.3313308228504719
1133,-0.05317150655935876
1134,-0.4005442714024485
1135,-0.5798111670113559
1136,0.16783019605273908
1137,0.016912780724783527
1138,0.014819493366108771
1139,-0.027705107144675667
1140,0.13633648148270006
1141,0.3519560846337624
1142,0.5228074715387578
1143,0.36562112529932117
1144,0.5596183988027212
1145,0.58383526081456
1146,0.8077934301881293
1147,0.5756968596606317
1148,0.9123932708752106
1149,0.9063019096667126
1150,1.0797618388342896
1151,1.1545352662501516
1152,1.0197059509735098
1153,1.2362974977129948
1154,1.2494328721008794
1155,1.1451606657795814
1156,1.235450156188441
1157,1.6059911895958683
1158,1.1237811131376905
1159,1.6208868182940053
1160,1.5968535687023493
1161,1.4158236933066035
1162,1.5388293541012072
1163,1.6489383220283171
1164,1.3749762170528066
1165,1.0847529880737512
1166,1.3175053163378931
1167,1.710010874351291
1168,1.2835465045655317
1169,1.342923216659226
1170,1.136095584376394
1171,1.2549697487672486
1172,1.0603293868022174
1173,0.8229457043784637
1174,1.057470531165983
1175,1.2664476007314187
1176,0.5731533592095183
1177,0.9754726208217388
1178,0.7894514379670324
1179,0.7471781412881942
1180,0.5409438032646815
1181,0.537685269826271
1182,0.25543689324731045
1183,0.28168288092156357
1184,0.2936982688262635
1185,0.34031646779153557
1186,0.05137435367623222
1187,-0.08068288473577279
1188,-0.15972076533419466
1189,-0.05295645977202801
1190,-0.5315376598835457
1191,-0.38446127567082533
1192,-0.42360397794363136
1193,-0.516425040633048
1194,-0.7040435354487571
1195,-0.6056807453657718
1196,-0.46197477628155903
1197,-0.835645183658696
1198,-1.2110232155132232
1199,-0.6838144043335608
1200,-1.1758477304412047
1201,-0.9908372237985348
1202,-1.3025315109718965
1203,-1.2163774478542655
1204,-0.9609427533237418
1205,-1.3995677403235318
1206,-1.317459086901089
1207,-1.6280811954849663
1208,-1.2242322506323942
1209,-1.5781266327256793
1210,-1.1227135185739565
1211,-1.292089236773431
